Date,Open,High,Low,Close,Adj Close,Volume
2016-07-27,111.410004,111.459999,110.070000,110.570000,99.052933,384800
2016-07-28,111.220001,111.320000,109.900002,110.760002,99.223137,600000
2016-07-29,112.419998,112.790001,110.879997,111.599998,99.975639,756500
2016-08-01,112.120003,112.199997,110.980003,111.230003,99.644180,445100
2016-08-02,110.339996,110.800003,109.080002,109.970001,98.515419,534100
2016-08-03,109.800003,110.080002,109.370003,110.070000,98.605003,358000
2016-08-04,112.269997,112.480003,111.309998,112.309998,100.611694,907300
2016-08-05,115.839996,116.230003,115.410004,115.959999,103.881500,602900
2016-08-08,118.129997,118.519997,117.290001,117.410004,105.180481,667900
2016-08-09,117.430000,117.500000,116.690002,117.419998,105.189415,342100
2016-08-10,117.010002,117.349998,116.900002,116.949997,104.768372,191300
2016-08-11,117.230003,117.940002,117.129997,117.769997,105.502968,264700
2016-08-12,117.570000,118.180000,117.470001,117.790001,105.520889,239900
2016-08-15,117.500000,117.889999,117.500000,117.580002,105.332764,120000
2016-08-16,117.000000,117.709999,116.800003,117.279999,105.064003,221500
2016-08-17,118.529999,119.220001,118.519997,119.199997,106.784012,537100
2016-08-18,118.250000,119.160004,118.250000,118.940002,106.551094,775200
2016-08-19,119.470001,119.849998,119.400002,119.620003,107.160271,356800
2016-08-22,120.309998,120.760002,120.199997,120.580002,108.020279,332200
2016-08-23,120.269997,120.400002,119.800003,119.800003,107.321526,169900
2016-08-24,121.580002,121.769997,120.730003,120.900002,108.306938,368500
2016-08-25,120.760002,120.959999,120.209999,120.290001,107.760483,354300
2016-08-26,118.269997,119.309998,117.970001,118.620003,106.264427,405500
2016-08-29,120.019997,120.440002,120.010002,120.339996,107.805267,205400
2016-08-30,121.230003,121.410004,120.940002,121.239998,108.611534,169500
2016-08-31,121.190002,121.370003,120.040001,120.629997,108.065056,395300
2016-09-01,121.589996,122.000000,120.570000,121.019997,108.414436,341000
2016-09-02,121.519997,122.089996,121.519997,122.080002,109.364029,339000
2016-09-06,120.510002,120.750000,120.080002,120.669998,108.100906,291900
2016-09-07,121.370003,121.800003,120.589996,120.739998,108.163612,268700
2016-09-08,120.779999,121.269997,120.650002,121.010002,108.405479,163700
2016-09-09,120.000000,120.150002,118.639999,118.660004,106.300262,370600
2016-09-12,118.660004,120.489998,118.660004,120.349998,107.814232,245200
2016-09-13,119.339996,119.820000,118.360001,118.809998,106.434639,349800
2016-09-14,117.849998,117.849998,117.309998,117.449997,105.216301,291800
2016-09-15,117.019997,118.370003,116.820000,118.169998,105.861305,224500
2016-09-16,114.870003,115.199997,114.379997,114.629997,102.690033,600200
2016-09-19,115.250000,116.029999,114.970001,115.070000,103.084190,221200
2016-09-20,116.849998,117.010002,116.320000,116.459999,104.329422,195400
2016-09-21,119.629997,120.199997,118.010002,119.449997,107.007980,402200
2016-09-22,120.830002,121.169998,120.330002,120.800003,108.217369,508300
2016-09-23,117.620003,117.889999,117.260002,117.660004,105.404419,402200
2016-09-26,116.860001,117.320000,116.500000,117.099998,104.902748,317100
2016-09-27,118.599998,118.599998,117.790001,118.320000,105.995682,325900
2016-09-28,117.349998,117.750000,116.480003,117.629997,106.979263,188000
2016-09-29,116.529999,116.849998,115.760002,115.989998,105.487762,400300
2016-09-30,115.260002,116.580002,115.000000,116.059998,105.551422,375900
2016-10-03,114.489998,115.669998,114.339996,115.260002,104.823868,609500
2016-10-04,115.559998,116.239998,115.110001,115.330002,104.887527,165600
2016-10-05,116.430000,117.180000,116.430000,117.070000,106.469978,202300
2016-10-06,116.220001,116.650002,116.180000,116.440002,105.897026,133600
2016-10-07,115.959999,116.089996,115.220001,115.889999,105.396820,228900
2016-10-10,116.129997,116.830002,116.059998,116.419998,105.878838,165200
2016-10-11,115.800003,115.800003,115.019997,115.320000,104.878433,224600
2016-10-12,115.000000,115.349998,114.639999,115.150002,104.723831,157700
2016-10-13,114.529999,115.199997,114.089996,114.690002,104.305473,231700
2016-10-14,115.320000,115.830002,115.050003,115.089996,104.669250,156800
2016-10-17,115.180000,115.839996,115.080002,115.430000,104.978477,163900
2016-10-18,115.519997,115.519997,114.830002,115.050003,104.632881,188100
2016-10-19,115.129997,115.379997,114.889999,114.889999,104.487366,112600
2016-10-20,115.879997,116.320000,115.629997,116.139999,105.624184,161400
2016-10-21,114.860001,115.360001,114.610001,115.269997,104.832954,174700
2016-10-24,115.129997,115.519997,115.029999,115.449997,104.996666,141300
2016-10-25,115.430000,115.750000,115.239998,115.250000,104.814774,159900
2016-10-26,114.930000,115.699997,114.750000,115.500000,105.042137,211200
2016-10-27,115.389999,115.500000,114.809998,114.849998,104.450981,216100
2016-10-28,114.839996,115.139999,114.410004,114.809998,104.414597,140500
2016-10-31,115.510002,115.790001,115.400002,115.660004,105.187645,135000
2016-11-01,115.760002,115.760002,114.180000,114.730003,104.341858,307300
2016-11-02,114.139999,114.669998,113.129997,113.379997,103.114075,227400
2016-11-03,113.790001,114.180000,112.940002,113.169998,102.923096,320400
2016-11-04,110.529999,111.199997,110.239998,110.559998,100.549423,321400
2016-11-07,111.620003,112.550003,111.489998,112.480003,102.295586,354400
2016-11-08,113.000000,115.400002,112.620003,113.809998,103.505157,228700
2016-11-09,110.349998,112.779999,110.349998,111.809998,101.686234,567900
2016-11-10,110.930000,111.400002,109.940002,110.860001,100.822266,371900
2016-11-11,111.449997,112.050003,111.370003,111.949997,101.813560,158600
2016-11-14,111.830002,112.430000,111.510002,111.779999,101.658951,226700
2016-11-15,111.980003,112.489998,111.809998,112.489998,102.304665,142000
2016-11-16,112.639999,112.879997,112.370003,112.570000,102.377434,228700
2016-11-17,113.000000,113.239998,112.360001,113.239998,102.986755,201200
2016-11-18,114.059998,114.430000,113.919998,114.040001,103.714325,235500
2016-11-21,114.220001,114.669998,114.129997,114.510002,104.141769,218400
2016-11-22,113.709999,113.870003,113.250000,113.779999,103.477867,153200
2016-11-23,113.459999,114.860001,113.370003,114.510002,104.141769,269400
2016-11-25,117.699997,118.150002,117.410004,117.800003,107.133881,191800
2016-11-28,117.970001,117.970001,117.410004,117.650002,106.997467,174700
2016-11-29,118.150002,118.570000,117.940002,118.300003,107.588615,190800
2016-11-30,118.629997,118.809998,118.250000,118.529999,107.797775,231600
2016-12-01,117.690002,118.709999,117.500000,117.769997,107.106598,260300
2016-12-02,116.970001,117.290001,116.699997,116.830002,106.251724,190700
2016-12-05,117.339996,118.080002,117.300003,117.559998,106.915611,156900
2016-12-06,117.440002,117.919998,117.199997,117.879997,107.206635,133400
2016-12-07,119.629997,121.769997,119.629997,121.459999,110.462494,304600
2016-12-08,123.050003,123.180000,122.540001,122.809998,111.690254,431000
